age,annual_income_inr,bank_balance_inr,education_level,purpose_of_visit,prior_approvals,english_level,legal_charges,visa_approved
74,760900,647700,masters,travel,0,fluent,no,1
24,895900,420300,phd,business,9,fluent,no,1
23,417800,111700,bachelors,business,7,good,no,1
70,583500,128300,bachelors,business,3,fluent,no,1
24,807100,319000,bachelors,education,8,basic,no,1
21,944900,793500,bachelors,education,4,good,no,1
43,1466900,1253200,bachelors,education,8,basic,no,1
76,1110500,635700,masters,travel,0,fluent,no,1
61,582800,139100,bachelors,business,0,fluent,no,1
24,309900,152600,high_school,travel,7,basic,no,0
70,1143700,529900,masters,travel,1,good,no,1
71,911900,294800,masters,medical,1,basic,no,0
68,722200,149500,bachelors,medical,5,basic,no,1
74,1123700,490100,masters,medical,3,basic,no,0
33,1006600,431700,bachelors,medical,1,basic,yes,0
79,1128200,764900,masters,medical,1,fluent,no,0
38,688800,307000,bachelors,travel,1,basic,no,1
68,486900,77800,bachelors,business,0,fluent,no,1
54,385800,63700,high_school,business,0,basic,no,1
67,861600,573500,high_school,travel,2,good,no,0
57,770500,497400,masters,business,5,good,no,1
58,360800,97500,bachelors,business,1,fluent,yes,0
56,1022500,817700,high_school,medical,1,basic,no,0
67,321800,208200,high_school,business,3,good,no,0
64,771300,204800,bachelors,medical,0,good,no,0
26,1274300,466000,masters,education,1,fluent,no,1
70,757900,667100,bachelors,travel,0,good,no,0
51,248900,113500,masters,education,3,basic,no,1
38,1205700,395000,masters,travel,0,basic,no,1
50,1569100,852200,bachelors,travel,1,fluent,no,1
78,1499100,456000,masters,business,3,fluent,no,1
72,168000,125000,high_school,medical,6,good,no,0
70,2437400,1817600,bachelors,travel,4,basic,no,1
47,260600,195600,high_school,business,8,good,no,1
67,298600,183000,high_school,education,4,fluent,no,1
42,830700,557000,high_school,education,1,fluent,no,1
61,693200,271100,high_school,travel,0,basic,no,0
58,1016600,822600,masters,travel,0,fluent,no,1
33,553100,142800,bachelors,business,0,fluent,no,1
34,2247000,765900,phd,education,0,good,no,1
21,740300,662200,bachelors,business,1,good,no,1
26,319700,278200,bachelors,business,4,fluent,no,1
45,1064200,564800,high_school,business,4,good,no,1
48,853500,447500,bachelors,travel,1,good,no,1
28,1396800,331900,bachelors,travel,2,good,no,1
44,1480700,954700,phd,travel,0,basic,no,1
56,4027000,697800,phd,business,2,fluent,no,1
32,455700,175800,high_school,business,2,good,no,1
39,763200,354000,bachelors,travel,1,good,no,1
41,1124000,922200,bachelors,business,0,fluent,no,1
49,640100,560900,bachelors,education,9,good,no,1
41,840200,739800,high_school,medical,2,good,no,1
64,192300,144100,masters,travel,2,good,no,1
38,934500,343400,masters,medical,0,fluent,yes,0
45,714800,131500,bachelors,business,0,fluent,no,1
41,700700,328800,bachelors,business,1,fluent,no,1
29,333600,124400,high_school,education,8,good,no,1
61,1778900,1141000,phd,education,0,good,no,1
32,409400,175300,high_school,education,1,good,no,0
36,603300,493500,high_school,business,10,basic,no,1
67,741200,319100,bachelors,education,2,fluent,no,1
77,1280800,555200,masters,travel,1,basic,no,0
60,2136800,1537100,masters,travel,3,basic,no,1
75,601600,356500,high_school,business,2,good,no,0
71,858400,293100,high_school,medical,8,basic,no,1
48,1053300,692600,masters,business,0,good,no,1
66,572700,327700,bachelors,education,5,good,no,1
38,499900,114000,high_school,travel,0,good,no,0
47,924700,462800,phd,education,5,good,no,1
51,738600,619700,high_school,education,6,good,no,1
78,802200,247800,bachelors,medical,6,fluent,no,1
71,349100,160900,high_school,business,6,basic,no,0
48,860900,307300,masters,business,4,fluent,yes,0
59,420200,232200,masters,travel,0,good,no,1
30,683500,602400,bachelors,travel,0,good,no,1
68,973400,372200,masters,business,1,fluent,no,1
52,2922000,2263500,phd,business,2,fluent,no,1
51,2042000,1590200,masters,travel,1,fluent,no,1
66,428400,147600,bachelors,business,4,fluent,no,1
57,845300,616600,bachelors,business,4,good,no,1
22,1097300,977800,masters,medical,9,basic,no,1
36,476000,412000,high_school,travel,1,basic,no,0
29,493000,297900,high_school,medical,5,basic,no,0
64,444800,117300,high_school,medical,4,good,no,0
20,2724400,652500,masters,business,9,good,no,1
30,429800,150500,high_school,education,5,good,no,1
55,912500,548400,bachelors,travel,0,good,no,1
61,188200,82700,bachelors,education,0,fluent,no,0
49,850000,573100,high_school,business,8,fluent,no,1
72,1451100,1075000,bachelors,business,4,fluent,no,1
75,424200,121000,bachelors,business,5,good,no,1
26,407800,338100,high_school,travel,5,good,no,1
78,1385400,270700,phd,medical,4,fluent,no,1
56,546200,190500,high_school,education,5,fluent,no,1
58,1257100,956800,masters,education,7,good,no,1
23,646000,185900,bachelors,medical,7,good,no,1
57,1505700,474500,high_school,education,1,basic,no,0
63,373900,329700,high_school,business,0,fluent,no,1
54,3324500,2773500,bachelors,medical,0,good,no,1
23,1497800,1137700,bachelors,travel,1,good,no,1
50,854000,239400,high_school,business,6,fluent,yes,0
76,609800,208200,phd,travel,6,good,no,1
63,1247700,407200,bachelors,medical,1,basic,no,0
26,1506500,439700,phd,business,1,fluent,no,1
78,168400,147800,high_school,travel,2,good,no,0
78,249600,68500,high_school,business,6,basic,no,0
28,921000,653900,bachelors,business,3,good,yes,0
68,703000,132300,bachelors,business,0,fluent,no,1
43,406700,226900,high_school,education,1,good,no,0
55,978200,198700,high_school,medical,2,good,no,0
46,332300,65200,high_school,business,2,fluent,no,1
67,757200,244300,masters,business,6,fluent,no,1
80,530000,447400,bachelors,business,8,fluent,no,1
68,1430800,900100,phd,business,0,fluent,no,1
76,209900,134000,high_school,travel,0,basic,no,0
77,575400,214800,bachelors,education,1,fluent,no,0
23,293300,203200,bachelors,travel,0,fluent,yes,0
33,636900,421100,bachelors,travel,1,good,no,1
63,1447700,718400,masters,travel,0,good,no,1
55,1461900,967700,masters,business,0,good,no,1
21,362200,289900,high_school,business,6,good,no,1
23,1014400,882800,bachelors,medical,0,basic,no,0
50,878500,788400,masters,education,6,basic,no,1
56,1142300,589700,high_school,medical,1,fluent,yes,0
28,704300,122900,bachelors,medical,1,basic,no,0
28,147500,47500,bachelors,travel,0,good,no,0
26,1237400,368300,bachelors,medical,0,basic,no,0
53,587700,220600,bachelors,travel,1,good,no,1
18,650600,273500,bachelors,business,6,good,no,1
54,1170000,762300,masters,business,7,good,no,1
47,345500,188000,bachelors,business,0,fluent,no,1
47,1126000,717600,phd,business,0,fluent,no,1
60,1305100,1147000,masters,travel,0,good,no,1
50,924200,172600,bachelors,education,5,fluent,no,1
63,544200,87500,bachelors,education,0,fluent,no,1
66,1305400,847400,bachelors,travel,0,good,no,1
75,561900,314500,masters,business,7,good,no,1
68,383100,196200,high_school,education,6,basic,no,0
50,1002800,792200,phd,travel,4,fluent,no,1
49,890000,239500,bachelors,business,0,fluent,yes,0
32,632800,367200,bachelors,business,1,good,no,1
55,1486900,1262300,bachelors,travel,0,fluent,no,1
26,889900,431100,bachelors,business,4,good,no,1
76,1014000,593100,masters,education,5,fluent,no,1
71,1122300,227300,masters,education,0,good,no,1
25,808600,333100,high_school,education,7,fluent,no,1
67,863600,156400,bachelors,business,2,good,no,1
25,279600,162000,bachelors,education,5,basic,no,1
63,1377400,816600,bachelors,education,0,fluent,no,1
23,808000,697400,bachelors,business,1,good,no,1
48,787500,495200,high_school,travel,0,fluent,no,1
59,778000,118400,masters,travel,4,good,no,1
63,277000,214700,bachelors,travel,0,basic,no,0
44,216000,85800,bachelors,business,1,good,no,1
76,578600,396700,masters,travel,5,fluent,no,1
66,1292800,449900,masters,business,4,fluent,no,1
31,1986000,1430300,masters,business,3,fluent,no,1
60,638000,539500,high_school,business,4,basic,no,1
64,302900,63500,high_school,medical,3,fluent,no,0
39,631900,352800,masters,business,3,fluent,no,1
64,1142200,634300,high_school,travel,1,good,no,0
74,262800,95900,high_school,travel,0,good,no,0
69,1716800,697500,high_school,medical,1,basic,no,0
66,2122900,1395000,bachelors,travel,0,fluent,no,1
57,3496400,1291800,phd,medical,2,fluent,no,1
35,666200,115200,high_school,business,2,good,no,1
68,627000,455800,bachelors,business,0,fluent,no,1
40,1314700,813700,phd,travel,5,basic,no,1
51,1781300,601800,phd,travel,4,basic,no,1
37,377800,329100,high_school,education,2,basic,no,0
37,530800,437300,masters,medical,7,basic,no,1
27,462200,403600,high_school,travel,0,basic,no,0
78,636000,339700,masters,medical,0,basic,no,0
27,1069300,349000,high_school,travel,0,basic,no,0
23,539000,151100,bachelors,business,2,fluent,no,1
76,569600,490600,high_school,travel,0,fluent,no,0
52,1670200,1366400,masters,business,6,fluent,no,1
45,1092400,770900,high_school,education,1,good,no,1
64,848500,452200,bachelors,business,2,fluent,no,1
42,1201600,526700,masters,travel,2,basic,no,1
26,308900,209300,high_school,travel,1,fluent,no,0
63,1707400,268300,masters,business,4,fluent,no,1
29,1515700,823300,bachelors,business,4,good,no,1
52,193200,127300,high_school,education,5,basic,no,0
77,1424900,1019300,high_school,business,3,fluent,yes,0
76,514600,251300,bachelors,travel,2,fluent,yes,0
40,749400,531200,high_school,travel,1,good,no,1
67,789500,175200,bachelors,business,4,fluent,no,1
56,731800,237800,bachelors,business,1,fluent,no,1
48,675300,174500,bachelors,education,1,basic,no,1
26,438300,177500,bachelors,medical,0,good,no,0
41,1297400,529500,masters,business,4,good,no,1
59,646400,278200,bachelors,medical,0,good,no,0
80,368200,183900,bachelors,travel,10,basic,no,1
18,550500,262700,masters,travel,0,fluent,no,0
63,265400,137400,high_school,education,1,fluent,no,0
71,566900,405000,bachelors,education,0,good,no,0
77,1411200,362000,phd,education,0,good,no,0
44,511600,211300,bachelors,travel,1,good,no,1
25,1848000,277400,phd,travel,4,good,no,1
35,708500,121300,bachelors,travel,0,fluent,no,1
71,645200,390200,bachelors,business,0,good,no,1
73,763500,616100,bachelors,education,0,good,yes,0
58,1164000,441700,high_school,business,1,fluent,no,1
25,508300,229500,phd,business,8,good,no,1
25,1343800,413100,high_school,business,1,fluent,yes,0
48,1832600,471200,phd,business,5,basic,yes,0
55,961100,781400,masters,travel,2,basic,no,1
20,2071600,1199600,phd,travel,1,good,no,1
61,905100,614300,phd,travel,6,fluent,no,1
52,885200,718300,bachelors,business,0,good,no,1
18,802400,474500,phd,travel,6,basic,no,1
24,1655100,472100,masters,travel,2,good,yes,0
46,512700,351200,bachelors,education,1,fluent,no,1
63,945600,672200,masters,travel,7,good,no,1
70,785100,361500,high_school,travel,1,basic,no,0
45,961700,589100,high_school,travel,9,good,no,1
36,481600,247300,bachelors,medical,8,good,no,1
79,1144800,457600,bachelors,education,0,fluent,no,0
46,314900,206000,high_school,travel,1,basic,no,0
37,231800,77800,bachelors,travel,5,basic,no,1
45,644600,255000,masters,business,0,good,no,1
18,1539300,699300,masters,medical,4,good,no,1
37,966100,590300,masters,travel,0,good,yes,0
50,805200,635400,phd,business,0,good,no,1
75,1002800,612900,masters,medical,2,good,no,0
64,765900,532000,bachelors,education,4,fluent,no,1
67,760700,281100,high_school,business,4,basic,no,0
52,445400,263000,phd,business,3,fluent,no,1
24,510800,116400,high_school,business,0,fluent,no,1
42,578600,287800,high_school,travel,1,good,no,0
80,357000,238300,bachelors,business,0,fluent,no,1
20,354300,100900,bachelors,medical,0,fluent,no,0
73,795900,657900,masters,medical,1,basic,no,0
61,542900,251300,high_school,travel,3,basic,no,0
35,979100,639700,masters,travel,0,basic,no,1
67,397900,199900,high_school,business,0,good,no,1
70,544700,380900,bachelors,business,4,fluent,yes,0
20,608700,358100,bachelors,education,0,fluent,no,0
24,891500,215700,bachelors,business,9,fluent,no,1
59,1928600,1626800,masters,business,1,good,no,1
80,159300,102800,high_school,travel,0,good,no,0
19,761200,383700,high_school,business,7,basic,yes,0
59,508300,334200,high_school,travel,3,good,no,1
26,1298800,449000,masters,education,5,basic,no,1
58,2074400,1507500,phd,education,1,fluent,no,1
57,642100,294400,masters,travel,1,fluent,no,1
23,1271700,958600,bachelors,education,3,good,yes,0
60,542200,192800,phd,travel,1,good,no,1
74,811500,602700,bachelors,education,2,good,no,1
72,472900,392500,high_school,travel,0,fluent,yes,0
19,776000,687200,bachelors,business,1,good,no,1
33,439100,321700,bachelors,medical,0,basic,no,0
33,962000,652200,bachelors,business,5,fluent,no,1
46,1810200,977400,bachelors,business,1,basic,no,1
27,443300,101600,bachelors,business,9,fluent,no,1
71,839700,478500,bachelors,travel,0,basic,no,0
66,1211300,693400,bachelors,travel,2,good,no,1
68,459000,91100,high_school,travel,1,fluent,no,0
30,2055400,1372900,masters,medical,4,basic,no,1
18,767900,201000,masters,business,5,good,no,1
75,506900,302900,high_school,travel,2,good,no,0
36,312900,157900,high_school,travel,1,basic,no,0
59,579300,467100,high_school,education,4,good,no,1
75,541300,175500,high_school,business,0,fluent,no,1
20,766600,213400,high_school,business,3,good,no,1
18,380800,214500,high_school,travel,4,fluent,no,0
18,668400,331000,masters,education,0,good,no,0
27,1254400,339900,masters,education,3,good,no,1
21,2097500,1280100,masters,travel,4,basic,no,1
69,1069200,886800,bachelors,education,0,basic,no,0
56,2686800,1894700,masters,travel,1,basic,no,1
79,1320100,405500,masters,business,1,fluent,no,1
68,1294200,425500,masters,business,5,fluent,no,1
78,1413200,802900,masters,business,2,fluent,no,1
33,2205100,1451300,masters,travel,1,basic,no,1
36,1921200,1698800,masters,travel,1,good,no,1
71,416600,95200,bachelors,travel,0,fluent,no,0
33,839300,469800,high_school,travel,0,good,no,0
21,625300,556800,high_school,travel,0,basic,no,0
60,679900,158500,bachelors,education,0,fluent,no,1
68,203800,179200,high_school,education,0,basic,no,0
78,231600,115000,high_school,travel,3,basic,no,0
76,442200,304300,high_school,travel,3,fluent,no,0
25,338000,158500,bachelors,travel,0,good,no,0
66,894600,698500,phd,travel,3,good,no,1
71,1120600,931700,bachelors,travel,0,good,no,0
61,392600,108000,high_school,travel,1,fluent,no,0
69,792000,562700,bachelors,education,9,basic,no,1
70,420000,69500,bachelors,travel,2,fluent,no,0
46,1146400,410000,masters,business,0,good,no,1
20,1000400,564500,bachelors,travel,1,basic,no,0
46,247100,148900,high_school,medical,4,good,no,1
30,500300,212100,bachelors,business,0,fluent,no,1
25,269200,95000,high_school,medical,8,basic,yes,0
25,1287000,358700,masters,business,1,good,no,1
61,1182700,390000,phd,travel,0,good,no,1
49,1051600,260500,phd,travel,2,good,no,1
52,503600,174200,high_school,business,4,fluent,no,1
64,1161600,889700,masters,medical,2,fluent,yes,0
52,1174500,429400,masters,travel,7,good,no,1
57,740600,615300,masters,medical,7,good,yes,0
23,533300,178100,bachelors,business,0,good,no,1
71,732400,380100,bachelors,medical,0,good,no,0
46,486800,134200,high_school,medical,1,basic,no,0
27,1678400,273300,high_school,travel,3,basic,no,0
69,787500,487600,masters,business,3,good,no,1
64,887200,357800,bachelors,education,0,good,yes,0
21,698200,285400,high_school,travel,8,fluent,no,1
30,2101300,957800,masters,medical,1,good,no,1
18,484200,355100,bachelors,travel,5,good,no,1
35,2257900,1015600,phd,business,6,fluent,no,1
24,896900,192700,masters,business,0,fluent,no,1
62,3849800,1382300,masters,education,0,good,no,1
50,1187300,691100,masters,medical,0,good,no,1
79,274900,246100,high_school,business,7,fluent,no,1
65,484800,124800,high_school,education,1,basic,no,0
56,2253700,884800,phd,medical,6,good,no,1
50,565200,290600,high_school,business,2,fluent,no,1
21,732100,628500,bachelors,business,2,fluent,no,1
22,1123500,259900,bachelors,education,7,fluent,no,1
56,447000,333200,high_school,travel,1,fluent,no,1
18,481200,333100,high_school,business,4,fluent,no,1
20,450000,170900,bachelors,education,1,basic,no,0
31,1957800,1429800,bachelors,travel,0,good,no,1
73,496500,288500,masters,medical,0,fluent,no,0
46,593200,165200,high_school,medical,0,fluent,no,0
62,985000,358800,bachelors,education,4,fluent,no,1
43,536300,212500,high_school,travel,1,basic,no,0
28,379600,148900,bachelors,business,2,fluent,no,1
41,312000,221400,high_school,travel,0,fluent,no,0
23,720300,464800,high_school,business,3,fluent,no,1
66,633400,484500,masters,education,5,fluent,no,1
29,172900,92200,high_school,business,3,fluent,no,1
41,1203400,496900,masters,travel,9,good,no,1
79,468200,94000,bachelors,business,0,good,no,0
55,764600,570200,high_school,business,0,basic,no,1
46,677100,139500,bachelors,business,2,fluent,no,1
52,847800,318900,masters,travel,0,fluent,no,1
67,778600,507400,bachelors,education,4,fluent,no,1
34,288900,208900,high_school,business,5,good,no,1
58,480400,96700,bachelors,medical,0,basic,no,0
72,655700,397200,bachelors,medical,7,basic,no,1
54,518300,131100,masters,travel,0,fluent,no,1
46,1600400,1149000,phd,education,4,fluent,no,1
27,638800,445500,bachelors,travel,1,fluent,no,1
33,340900,242400,bachelors,business,3,good,no,1
77,556300,110000,bachelors,travel,0,good,no,0
52,1142600,650800,phd,business,8,fluent,no,1
36,591900,195700,bachelors,medical,8,basic,no,1
44,673300,351400,high_school,medical,2,fluent,no,1
54,1481900,1321900,phd,education,2,good,no,1
